name;phe;icon
Weißlacker mind. 40% Fett i. Tr.;1073;
Weißlacker mind. 45% Fett i. Tr.;1024;
Weißlacker mind. 50% Fett i. Tr.;985;
Trappisten mind. 45% Fett i. Tr.;1192;
Trappisten mind. 50% Fett i. Tr.;1113;
Danbo mind. 45% Fett i. Tr.;1143;
Esrom mind. 45% Fett i. Tr.;1108;
Havarti mind. 45% Fett i. Tr.;1143;
Amsterdamer mind. 50% Fett i. Tr.;1133;
Steppenkäse mind. 30% Fett i. Tr.;1305;
Steppenkäse mind. 45% Fett i. Tr.;1187;
Blauschimmelkäse mind. 50% Fett i. Tr.;1063;
Geheimratskäse mind. 45% Fett i. Tr.;1187;
Danablu;995;
Danablu mind. 45% Fett i. Tr.;1024;
Danablu mind. 50% Fett i. Tr.;995;
Danablu mind. 60% Fett i. Tr.;777;
Danablu 65-85% Fett i. Tr.;777;
Stilton mind. 20% Fett i. Tr.;1280;
Stilton mind. 60% Fett i. Tr.;1280;
Port-Salut mind. 50% Fett i. Tr.;1171;
Monterey mind. 50% Fett i. Tr.;1206;
Gorgonzola;956;
Scheiblette;795;
Grill- und Pfannenkäse (Halloumi);1374;
Jerome mind. 45% Fett i. Tr.;1153;
Edamer mind. 10% Fett i. Tr.;1305;
Gouda mind. 20% Fett i. Tr.;1350;
Butterkäse mind. 20% Fett i. Tr.;1295;
Gorgonzola mind. 45% Fett i. Tr.;970;
Weichkäse;930;
Weichkäse mind. 20% Fett i. Tr.;1119;
Weichkäse mind. 30% Fett i. Tr.;1210;
Weichkäse mind. 40% Fett i. Tr.;1118;
Weichkäse mind. 45% Fett i. Tr.;930;
Weichkäse mind. 50% Fett i. Tr.;976;
Weichkäse mind. 60% Fett i. Tr.;777;
Weichkäse mind. 70% Fett i. Tr.;610;
Brie;777;
Brie mind. 40% Fett i. Tr.;1110;
Brie mind. 45% Fett i. Tr.;971;
Brie mind. 50% Fett i. Tr.;1230;
Brie mind. 60% Fett i. Tr.;777;
Brie mind. 70% Fett i. Tr.;610;
Camembert;1078;
Camembert mind. 20% Fett i. Tr.;1124;
Camembert mind. 30% Fett i. Tr.;1310;
Camembert mind. 40% Fett i. Tr.;1200;
Camembert mind. 45% Fett i. Tr.;1170;
Camembert mind. 50% Fett i. Tr.;1110;
Camembert mind. 60% Fett i. Tr.;960;
Camembert mind. 70% Fett i. Tr.;610;
Limburger;1156;
Limburger mind. 20% Fett i. Tr.;1410;
Limburger mind. 30% Fett i. Tr.;1295;
Limburger mind. 40% Fett i. Tr.;1200;
Limburger mind. 45% Fett i. Tr.;1123;
Limburger mind. 50% Fett i. Tr.;925;
Limburger mind. 60% Fett i. Tr.;825;
Münster;1059;
Münster mind. 30% Fett i. Tr.;1294;
Münster mind. 45% Fett i. Tr.;1140;
Münster mind. 50% Fett i. Tr.;1110;
Romadur;980;
Romadur mind. 20% Fett i. Tr.;1104;
Romadur mind. 30% Fett i. Tr.;1095;
Romadur mind. 40% Fett i. Tr.;1068;
Romadur mind. 45% Fett i. Tr.;980;
Romadur mind. 50% Fett i. Tr.;925;
Romadur mind. 60% Fett i. Tr.;786;
Klosterkäse mind. 50% Fett i. Tr.;976;
Klosterkäse mind. 60% Fett i. Tr.;786;
Kümmelkäse mind. 45% Fett i. Tr.;930;
Kümmelkäse mind. 50% Fett i. Tr.;1164;
Weinkäse mind. 45% Fett i. Tr.;962;
Weinkäse mind. 50% Fett i. Tr.;887;
Weinkäse mind. 60% Fett i. Tr.;786;
Bel Paese mind. 50% Fett i. Tr.;1174;
Ziegenmilchweichkäse mind. 50% Fett i. Tr.;1174;
Weichkäse aus Schafmilch mind. 20% Fett i. Tr.;782;
Ziegenmilchweichkäse mind. 30% Fett i. Tr.;544;
Ziegenmilchweichkäse mind. 40% Fett i. Tr.;693;
Brie 20% Fett i. Tr.;1119;
Ziegenmilchschnittkäse mind. 45% Fett i. Tr.;1225;
Ziegenmilchschnittkäse mind. 50% Fett i. Tr.;1310;
Ziegenmilchschnittkäse mind. 30% Fett i. Tr.;544;
Weichkäse aus Schafmilch 50% Fett i. Tr.;976;
Schafskäse mind. 50% Fett i. Tr.;782;
Camembert Viertelfettstufe;1119;
Ziegenmilchweichkäse mind. 45% Fett i. Tr.;930;
Weichkäse mind. 10% Fett i. Tr.;1119;
Schafmilch Camembert;1078;
Frischkäse Sauermilchkäse Kochkäse Schmelzkäse;501;
Frischkäse;501;
Frischkäse mind. 50% Fett i. Tr.;500;
Frischkäse mind. 60% Fett i. Tr.;590;
Frischkäse mind. 70% Fett i. Tr.;444;
Körniger Frischkäse;569;
Körniger Frischkäse < 10% Fett i. Tr.;615;
Körniger Frischkäse mind. 10% Fett i. Tr.;629;
Körniger Frischkäse mind. 20% Fett i. Tr.;569;
Schichtkäse;550;
Schichtkäse mind. 10% Fett i. Tr.;587;
Schichtkäse mind. 20% Fett i. Tr.;550;
Schichtkäse mind. 30% Fett i. Tr.;544;
Schichtkäse mind. 40% Fett i. Tr.;499;
Schichtkäse mind. 45% Fett i. Tr.;489;
Schichtkäse mind. 50% Fett i. Tr.;456;
Schichtkäse mind. 60% Fett i. Tr.;394;
Quark;656;
Quark < 10% Fett i. Tr.;700;
Quark mind. 10% Fett i. Tr.;537;
Quark mind. 20% Fett i. Tr.;650;
Quark mind. 30% Fett i. Tr.;462;
Quark mind. 40% Fett i. Tr.;580;
Quark mind. 45% Fett i. Tr.;393;
Quark mind. 50% Fett i. Tr.;384;
Quark mind. 60% Fett i. Tr.;329;
Sauermilchquark;1225;
Brotaufstrich aus pflanzlichen Fetten, Rahm, Joghurt, Frischkäse;200;
Molkenkäse;375;
Molkenkäse < 10% Fett i. Tr.;407;
Molkenkäse mind. 10% Fett i. Tr.;375;
Molkenkäse mind. 20% Fett i. Tr.;448;
Molkenkäse mind. 30% Fett i. Tr.;398;
Sauermilchkäse;1443;
Sauermilchkäse < 10% Fett i. Tr.;1660;
Stangenkäse mind. 60% Fett i. Tr.;786;
Ricotta mind. 30% Fett i. Tr.;527;
Ricotta mind. 45% Fett i. Tr.;360;
Ricotta mind. 60% Fett i. Tr.;439;
Schmelzkäse;610;
Schmelzkäse mind. 20% Fett i. Tr.;1248;
Schmelzkäse mind. 45% Fett i. Tr.;665;
Schmelzkäse mind. 60% Fett i. Tr.;610;
Schmelzkäse schnittfest mind. 10% Fett i. Tr.;976;
Schmelzkäse schnittfest mind. 20% Fett i. Tr.;930;
Schmelzkäse schnittfest mind. 30% Fett i. Tr.;897;
Schmelzkäse schnittfest mind. 40% Fett i. Tr.;795;
Schmelzkäse schnittfest mind. 45% Fett i. Tr.;763;
Schmelzkäse schnittfest mind. 50% Fett i. Tr.;740;
Schmelzkäse schnittfest mind. 60% Fett i. Tr.;619;
Schmelzkäse schnittfest mind. 70% Fett i. Tr.;425;
Schmelzkäse streichfähig mind. 10% Fett i. Tr.;832;
Schmelzkäse streichfähig mind. 20% Fett i. Tr.;786;
Schmelzkäse streichfähig mind. 30% Fett i. Tr.;693;
Schmelzkäse streichfähig mind. 40% Fett i. Tr.;693;
Schmelzkäse streichfähig mind. 45% Fett i. Tr.;726;
Schmelzkäse streichfähig mind. 50% Fett i. Tr.;555;
Schmelzkäse streichfähig mind. 60% Fett i. Tr.;476;
Schmelzkäse streichfähig mind. 70% Fett i. Tr.;379;
Schmelzkäse amerikanisch mind. 50% Fett i. Tr.;1024;
Kochkäse;638;
Kochkäse < 10% Fett i. Tr.;703;
Kochkäse mind. 10% Fett i. Tr.;679;
Kochkäse mind. 20% Fett i. Tr.;638;
Kochkäse mind. 30% Fett i. Tr.;602;
Kochkäse mind. 40% Fett i. Tr.;555;
Kochkäse mind. 45% Fett i. Tr.;573;
Kochkäse mind. 50% Fett i. Tr.;509;
Streichkäse amerikanisch mind. 40% Fett i. Tr.;759;
Streichkäse amerikanisch mind. 45% Fett i. Tr.;846;
Streichkäse amerikanisch mind. 50% Fett i. Tr.;1026;
Ziegenmilchfrischkäse mind. 45% Fett i. Tr.;319;
Räucherschmelzkäse;610;
Ziegenmilchfrischkäse mind. 20% Fett i. Tr.;550;
Schafmilchfrischkäse mind. 20% Fett i. Tr.;550;
Mascarpone;220;
Ziegenmilchschmelzkäse mind. 30% Fett i. Tr.;693;
Ziegenmilchschmelzkäse mind. 45% Fett i. Tr.;726;
Ziegenmilchfrischkäse mind. 40% Fett i. Tr.;501;
Schafmilchfrischkäse mind. 45% Fett i. Tr.;319;
Appenzeller Frischkäse mind. 50% Fett i. Tr.;455;
Chester Frischkäse Vollfettstufe;319;
Cheddar Frischkäse Vollfettstufe;319;
Frischkäse mind. 20% Fett i. Tr.;550;
Frischkäse mind. 10% Fett i. Tr.;590;
Frischkäse mind. 30% Fett i. Tr.;544;
Quark entrahmt;656;
Ricotta Halbfettstufe;550;
Schmelzkäsezubereitung;647;
Schmelzkäsezubereitung mind. 10% Fett i. Tr.;911;
Schmelzkäsezubereitung mind. 20% Fett i. Tr.;786;
Schmelzkäsezubereitung mind. 30% Fett i. Tr.;693;
Schmelzkäsezubereitung mind. 40% Fett i. Tr.;693;
Schmelzkäsezubereitung mind. 45% Fett i. Tr.;731;
Schmelzkäsezubereitung mind. 50% Fett i. Tr.;647;
Schmelzkäsezubereitung mind. 60% Fett i. Tr.;555;
Schmelzkäsezubereitung mind. 70% Fett i. Tr.;416;
Frischkäsezubereitung;501;
Frischkäsezubereitung < 10% Fett i. Tr.;651;
Frischkäsezubereitung mind. 10% Fett i. Tr.;590;
Frischkäsezubereitung mind. 20% Fett i. Tr.;550;
Frischkäsezubereitung mind. 30% Fett i. Tr.;544;
Frischkäsezubereitung mind. 40% Fett i. Tr.;501;
Frischkäsezubereitung mind. 45% Fett i. Tr.;319;
Frischkäsezubereitung mind. 50% Fett i. Tr.;415;
Frischkäsezubereitung mind. 60% Fett i. Tr.;498;
Frischkäsezubereitung 70%F.i.Tr;444;
Quarkzubereitungen;286;
Milchpulver 1,5% Fett;1415;
Kaffeeweißer;193;
Grießpudding energiereduziert;217;
Mousse au chocolat energiereduziert;237;
Obatzda;697;
Lebensmittel kalziumreduziert;1641;
Magermilchpulver kalziumreduziert;1641;
Laktovegetabiles Konzentrat;801;
Trockenmilcherzeugnisse;1132;
Sahnepulver;999;
Vollmilchpulver;1220;
Magermilchpulver;1700;
Buttermilchpulver;1600;
Molkenpulver;490;
Milcheiweißerzeugnisse;3768;
Milcheiweiß;3768;
Casein;3768;
Vollmilchpulver probiotisch;1132;
Aperitif alkoholfrei;0;
Sekt alkoholfrei;2;
Wein alkoholfrei;2;
Getränke energiereduziert;9;
Gemüsecocktail natriumarm;34;
Wasser und Mineralwasser;0;
Trinkwasser;0;
Wasser (Oberflächenwasser);0;
Weiches Wasser  (<7°d);0;
Mittelhartes Wasser   (7...14°d);0;
Hartes Wasser   (14...21°d);0;
Sehr hartes Wasser   (>21°d);0;
Natürliches Mineralwasser;0;
Natürliches Mineralwasser still;0;
Natürliches Mineralarmes Wasser;0;
Natürliches Mineralarmes Wasser still;0;
Mineralwasser künstlich;0;
Mineralwasser künstlich still;0;
Quellwasser;0;
Heilwasser;0;
Fruchtsaftgetränke;5;
Fruchtsaftgetränke aus Kernobst;3;
Fruchtsaftgetränke aus Steinobst;1;
Fruchtsaftgetränke aus Beerenobst;4;
Fruchtsaftgetränke aus Traubensaft;5;
Fruchtsaftgetränke aus Zitrusfrucht;5;
Fruchtsaftgetränke aus Zitrusfrucht kalorienarm;6;
Fruchtsaftgetränk aus Mehrfrucht;3;
Apfelsaftschorle;6;
Orangensaftschorle;9;
Traubensaftschorle;3;
Kirsch-Saftschorle;4;
Pfirsich/Maracuja Fruchtnektar;27;
Birnen-Saftschorle;9;
Johannisbeer-Saftschorle (rot);8;
Johannisbeer-Saftschorle (schwarz);8;
Zitronen-Saftschorle;0;
Grapefruit-Saftschorle;1;
Mehrfruchtsaft-Schorle;8;
Karotten-Saftschorle;12;
Ananas-Saftschorle;8;
Bananen-Saftschorle;5;
Aprikose/Orange-Saftschorle;13;
Pfirsich/Maracuja-Saftschorle;13;
Limonaden;0;
Orangensaftlimonade;0;
Zitronensaftlimonade;0;
Limonaden koffeinhaltig;0;
Limonaden kalorienarm;0;
Apfel-Orangenlimonade;2;
Zitronen-Orangenlimonade;2;
Brausen;0;
Brausen coffeinhaltig;0;
Brausen kalorienarm;0;
Colagetränke (coffeinhaltig);0;
Colagetränke kalorienarm;0;
Colagetränke entcoffeiniert;0;
Getränkepulver;0;
Colagetränke entcoffeiniert kalorienarm;0;
Cola Mix;0;
Kaffee (Pulver);616;
Cappuccino;80;
Latte Macchiato;137;
Türkischer Mokka;6;
Löslicher Bohnenkaffee (Pulver);493;
Löslicher Bohnenkaffee entcoffeiniert (Pulver);700;
Kaffee-Ersatz (Pulver);302;
Zichorienkaffee (Pulver);302;
Rotbusch-/Roibuschtee;0;
Tee Rotbusch (Rooibos, Rooibusch) trocken;360;
Tee grün trocken;483;
Mate-Tee trocken;483;
Tee schwarz trocken;483;
Tee schwarz Instantpulver trocken;249;
Tee entcoffeiniert trocken;483;
Früchtetee trocken;519;
Kräutertee trocken;523;
Pfefferminztee trocken;523;
Früchtetee Instantpulver trocken;5;
Kräutertee Instantpulver trocken;0;
Fencheltee Instantpulver trocken;0;
Bier;14;
Malzbier;15;
Bier Einfachbier;3;
Braunbier (Schankbier);6;
Weizenbier (Weißbier) obergärig;7;
Weizenbier (Weißbier) obergärig hell;8;
Weizenbier Export;7;
Hefe-Weizenbier obergärig;8;
Bier Alt (Vollbier) obergärig;14;
Bier Kölsch;11;
Bier Vollbier untergärig;14;
Bier Hell;14;
Bier Export Hell;14;
Bier Pils Hell;14;
Bier Dunkel;11;
Bier Export Dunkel;11;
Bier Starkbier;19;
Starkbier obergärig;19;
Bockbier hell;19;
Doppelbock;22;
Eisbock;22;
Stout (Porter);8;
Stout extra;8;
Altbierbowle;13;
Diabetiker-Bier Pils;11;
Weizenbier (Weißbier) dunkel;7;
Diätbier;7;
Weißwein / Rotwein;2;
Weißwein trocken;4;
Weißwein Kabinett (trocken);4;
Weißwein Spätlese (halbtrocken);2;
Weißwein Auslese (lieblich);4;
Eiswein Beerenauslese (lieblich);4;
Weißwein halbtrocken;2;
Weißwein lieblich;4;
Rotwein leicht;4;
Rotwein mittel Qualitätswein;4;
Burgunder;4;
Rotwein schwer;4;
Weißherbst;2;
Weißherbst (Qualitätswein rose);2;
Schillerwein/Rotling;2;
Glühwein;3;
Weißwein-Schorle;1;
Kalte Ente;3;
Bowle Punsch;7;
Erdbeer-Bowle;6;
Ananas-Bowle;7;
Rotwein-Punsch;11;
Federweißer;4;
Wein rot süß;4;
Wein rot trocken;4;
Wein rose;2;
Fruchtbowle;9;
Sekt trocken;2;
Sekt süß;2;
Champagner süß;2;
Wein rose süß;2;
Schaumwein;2;
Qualitätsschaumwein;2;
Sekt;2;
Weißsekt;2;
Champagner;2;
Champagner trocken;2;
Perlwein;2;
Wermutwein;2;
Wermutwein trocken;2;
Wermutwein süß;0;
Fruchtwein;0;
Obstwein;0;
Apfelwein;0;
Most;0;
Apfelwein süß;6;
Likörwein süß und trocken;2;
Süßwein;2;
Tokayer;2;
Likörweine trocken;2;
Portwein;2;
Madeirawein;0;
Fruchtdessertweine;4;
Sherry;4;
Sherry trocken;4;
Sherry medium;2;
Sherry cream;6;
Sherry sweet;6;
Liköre;0;
Fruchtsaftlikör;0;
Cherry-Brandy;0;
Fruchtbrandy;0;
Fruchtaromalikör;0;
Marashino;0;
Apricot-Brandy;0;
Fruchtaromalikör aus Zitrusfrucht;0;
Curacao;0;
Grand Marnier;0;
Emulsionslikör;176;
Mandellikör;0;
Eierlikör;176;
Kaffee-, Tee-, Kakaolikör;2;
Würzkrautlikör;0;
Liköre besondere;0;
Apfelkorn;5;
Sahnelikör;0;
Fruchtsahnelikör;0;
Schokoladenlikör;2;
Kräuterlikör;0;
Branntwein aus Wein;0;
Cognac;0;
Weinbrand;0;
Calvados;0;
Spirituosen;0;
Weingeist;0;
Klare Branntweine (klare Spirituosen);0;
Klarer;0;
Wodka;0;
Wacholderschnaps;0;
Gin;0;
Genever;0;
Whisky;0;
Branntwein aus Zuckerrohr (Brände aus Zuckerrohr);0;
Rum;0;
Arrak;0;
Rum 80 Vol%;0;
Zwetschgenwasser;0;
Kirschwasser;0;
Himbeergeist;0;
Schnaps aus Anis;0;
Aquavit;0;
Alkopops;0;
Eierpunsch;216;
Cocktails;6;
Gin Tonic;0;
Touch Down;12;
Tequilla sunrise;11;
Cocktail Pina Colada;22;
Kir Royal;2;
Caipirinha;0;
Campari-Orange;9;
Campari-Soda;0;
Campari-Tonic;0;
Frozen Margarita;15;
Fette  Butter  Öle;32;
Pflanzliche Öle Linolsäure <30%;0;
Olivenöl;0;
Haselnussöl;0;
Palmöl;0;
Leinöl;0;
Rüböl (Rapsöl);0;
Mandelöl;0;
Pflanzliche Öle Linolsäure 30% - 60%;0;
Erdnussöl;0;
Weizenkeimöl;0;
Sesamöl;9;
Baumwollsaatöl;0;
Kürbiskernöl;0;
Maiskeimöl;0;
Sojaöl;0;
Walnussöl;0;
Sonnenblumenöl;0;
Traubenkernöl;0;
Distelöl (Safloröl);0;
Mohnöl;0;
Margarine;9;
Margarine Linolsäure <30%;9;
Margarine aus Sojaöl;41;
Margarine pflanzlich Linolsäure 30-50%;9;
Margarine Linolsäure >50%;9;
Margarine viertelfett;73;
Margarine halbfett Linolsäure <30%;73;
Margarine halbfett Linolsäure 30-50%;73;
Margarine halbfett Linolsäure >50%;73;
Margarine zum Kochen;9;
Backmargarine;9;
Ziehmargarine;9;
Margarine fettreduziert 65% Fett;32;
Diät Halbfettmargarine;73;
Margarine aus Sonnenblumenöl fettreduziert;32;
Pflanzencreme (zum Kochen);21;
Pflanzliche Fette;35;
Brot- und Fettaufstriche;841;
Erdnusscreme;1209;
Sheabutter;0;
Kakaobutter;0;
Muskatbutter;0;
Kokosfett;35;
Palmfett - Palmöl;0;
Palmkernfett;0;
Sonnenblumenfett;0;
Käseimitat (Analogkäse);140;
Butter und Erzeugnisse;32;
Butter;32;
Markenbutter;36;
Sauerrahmbutter;32;
Süßrahmbutter;0;
Butter halbfett - Milchhalbfett;200;
Streichrahm 22% Fett;130;
Butterschmalz und Butterschmalzerzeugnisse;12;
Butterschmalz;12;
Kräuterbutter fettreduziert;90;
Tierische Öle;0;
Heringsöl;0;
Lebertran;0;
Walöl;0;
Haifischöl;0;
Tierische Fette Schlachtfette;4;
Entenfett;0;
Gänsefett/-schmalz;0;
Hühnerfett;0;
Rinderschmalz/-fett;17;
Schweineschmalz/-fett;4;
Hammeltalg;152;
Rindertalg;17;
Fettzubereitung Shortenings;0;
Tahini aus rohem Sesam;841;
Vegetarisches Schmalzimitat;112;
Vegetarisches Schmalzimitat energiereduziert;112;
Backfette;0;
Backfett (pflanzlich Fett);0;
Bratfett (tierisches Fett);0;
Kochfett;0;
Mayonnaise;76;
Mayonnaise 80% Fett;76;
Salatmayonnaise 50% Fett;26;
Salatcreme 25% Fett;51;
Remoulade 65% Fett;56;
Speisezutaten;0;
Würzmittel;0;
Salz;0;
Speisesalz;0;
Steinsalz;0;
Meersalz;0;
Jodiertes Salz;0;
Kräutersalz;47;
Selleriesalz;0;
Nitritpökelsalz;0;
Jodiertes Nitritpökelsalz;0;
Kochsalzersatz streng natriumarm kaliumreich;0;
Essig;8;
Weinessig;8;
Branntweinessig;8;
Obstessig;8;
Apfelessig;8;
Kräuteressig;8;
Balsamicoessig;0;
Senf;247;
Senf mild;247;
Senf mittelscharf;247;
Senf scharf;243;
Senf extra scharf;243;
Senf süß;247;
Senfaroma;247;
Würzsoßen und andere Würzmittel;43;
Tomatenketchup;62;
Curryketchup;59;
Zwiebelketchup;42;
Sojasoße Fertigprodukt;347;
Mango-Chutney;25;
Apfel-Chutney;22;
Tomaten-Chutney;26;
Chilisoßen;220;
Chilisoße (Sambal Oelek);220;
Knoblauch-Würzflüssige;209;
Sellerie-Würzflüssige;119;
Zwiebel-Würzflüssige;115;
Pfeffer-Würzflüssige;124;
Jäger-Grillsoße;62;
Barbecue-Grillsoße;66;
Schaschlik-Grillsoße;98;
Zigeuner-Grillsoße;113;
Curry-Grillsoße;82;
Knoblauch-Grillsoße;62;
Grillsoße mexikanisch;95;
Speise-/Suppenwürzen;890;
Würzmittel flüssig;395;
Worcestersoße;156;
Chilisoße (sehr scharf);105;
Feinwürzmittel;890;
Suppenwürze;890;
Fleischwürzmittel;890;
Speisenwürze;890;
Tomatenmark;68;
Tomatenpüree;133;
Auberginenmark;68;
Glutamate;0;
Glutamat;0;
Natrium-Glutamat;0;
Würze;890;
Gewürze;331;
Ingwerpulver;331;
Ingwerknolle;54;
Süßholz;349;
Zimt;175;
Gewürze aus Kräutern;434;
Gewürznelken;237;
Gewürze aus Früchten;640;
Rosenpaprika;640;
Paprika edelsüß;640;
Chili (Cayennepfeffer);519;
Dillfrüchte;691;
Piment;264;
Pfeffer;351;
Pfeffer weiß;335;
Pfefferkörner grün;121;
Wacholderbeere;895;
Vanilleschote;175;
Senfkorn braun;1028;
Bockshornklee;1024;
Senfpulver;1024;
Gewürz-Mischungen;349;
Weihnachtsgebäck-Gewürzmischung;349;
Brotgewürzmischung;772;
Gewürzmischung chinesisch;241;
Pastetengewürzmischung;281;
Currypulver;465;
Essenzen / Aromastoffe;0;
Essenzen natürliche;0;
Pfefferminzöl;0;
Essenzen künstliche;0;
Orangenessenz;0;
Zitronenessenz;0;
Beerenessenz;0;
Vanilleessenz künstlich;0;
Aromastoffe natürliche;0;
Zitronenpulver;250;
Vanillin natürlich;0;
Vanillin naturidentisch;0;
Benzaldehyd (Bittermandel);0;
Aromagebende Stoffe und Pflanzenteile;0;
Koffein;0;
Chinin und Chininsalze;0;
Orangeat;17;
Zitronat (Sukkade);15;
Zitronenschale;65;
Hilfsmittel Backtriebe;481;
Kutterhilfsmittel auf Phosphatbasis;0;
Aspikpulver;1917;
Farbfestiger;0;
Kräuteraufgussbrühe;10;
Beize für Wildfleisch;13;
Aspikaufguss weiß;227;
Aspikaufguss rot;227;
Backtriebmittel;259;
Backpulver;259;
Hirschhornsalz;259;
Pottasche;259;
Hefe;1721;
Trockenhefe;1721;
Backmittel;481;
Tortengusspulver;6;
Tortencremepulver Schokolade;30;
Sahnestandmittel;22;
Vanillinzucker;0;
Hefe- und Hefeerzeugnisse;2099;
Hefe Granulat;2099;
Nährhefe;805;
Kurhefe;805;
Gelier- und Dickungsmittel;387;
Agar-Agar, Trockenprodukt;2088;
Guargummi (Guarmehl);387;
Gummi Arabicum;1917;
Johannisbrotkernmehl;139;
Pektine;139;
Gelatine;1980;
Stärke;22;
Pudding-/Soßenpulver/Cremespeisenpulver;30;
Kochpuddingpulver;30;
Reispudding;30;
Cremespeisenpulver;30;
Schaumdessert;30;
Dessertpulver für Quarkspeisen;30;
Rote-Grütze-Pulver;30;
Fruchtspeisenpulver instant;30;
Genusssäuren/Salze;0;
Milchsäure;0;
Zitronensäure;0;
Ascorbinsäure;0;
Essigsäure;0;
Konservierungsstoffe/Säuerungsmittel/Stabilisatoren;0;
Vitamine;0;
Vitamin-Mischungen;0;
Vitamin C - Ascorbinsäure;0;
Brühwürfel;562;
Rindfleischsuppe Brühwürfel;605;
Fleischsuppe klar Brühwürfel;605;
Brühwürfel fettreich;466;
Brühe instant (Brühwürfel);605;
Hühnersuppe klar instant;605;
Fleischbrühe (Würfel);605;
Hefebrühe Extrakt;567;
Bratensoße (Trockenpulver);210;
Joghurtsahne;132;
Zitronensahne;111;
Mokkasahne;116;
Käsesahne;344;
Buttercreme leicht;87;
Schoko-Buttercreme;67;
Vanillecreme;168;
Abgebundene Sauerkirschen;10;
Tortenguss;0;
Canacheglasur;117;
Trüffel-Füllcreme;54;
Weincreme;54;
Cocktail-Dressing Fertigprodukt;74;
Roquefort-Salatdressing Fertigprodukt;62;
French-Dressing Fertigprodukt;139;
Italian-Dressing Fertigprodukt;57;
Russischer Salatdressing Fertigprodukt;77;
Thousand-Island-Salatdressing Fertigprodukt;135;
Dressing für Kartoffelsalat Fertigprodukt;66;
Tomaten-Ketchup natriumarm;307;
Süßwaren;0;
Karamellguss;0;
Schokoladenguss;487;
Zuckerguss;0;
Diabetikersüßigkeiten;174;
Milchzucker natriumarm glutenfrei;0;
Milchzucker und Molke Granulat;92;
Milchzucker Aufbaukost;0;
Zucker;0;
Zucker weiß;0;
Puderzucker;0;
Zucker braun;0;
Kandiszucker braun;0;
Kandiszucker weiß;0;
Süßstoffe;0;
Vanillezucker;0;
Verschiedene Traubenzucker;0;
Traubenzucker;0;
Milchzucker;0;
Malzzucker;0;
Fruchtzucker;0;
Invertzucker;0;
Honig;23;
Blütenhonig-Mischungen;23;
Honigtauhonig;23;
Industriehonig/Backhonig;12;
Kunsthonig;8;
Konfitüre einfach;4;
Konfitüre extra;5;
Gelee einfach;4;
Gelee extra;4;
Marmelade;4;
Schoko-/Nougat-/Kakaocreme süß;407;
Maronencreme süß;68;
Nuss-Nougat-Creme süß;205;
Sirup;12;
Glukosesirup hell;12;
Ahornsirup;0;
Melassesirup dunkel;47;
Fruchtsirup;0;
Apfeldicksaft;0;
Birnendicksaft;0;
Traubendicksaft;0;
Diätetische Lebensmittel;0;
Pflaumenmus;28;
Sorbit;0;
Xylit;0;
Mannit;0;
Sorbit-Saccharin-Mischung;0;
Diabetikerbrotaufstriche;12;
Sirup für Diabetiker;12;
Haselnuss-Nougat-Creme für Diabetiker;266;
Saccharin Tabletten;0;
Saccharin-Cyclamat-Mischung Tabletten;0;
Saccharin-Cyclamat-Mischung flüssig;0;
Diabetikerzucker;0;
Speiseeis;77;
Sorbet;5;
Orangensorbet;5;
Zitronensorbet;6;
Kaffeeeis in Waffeltüte;246;
Karamelleis in Waffeltüte;246;
Cremeeis;292;
Pfefferminzeis in Waffeltüte;246;
Nusseis in Waffeltüte;246;
Schokoladeneis in Waffeltüte;246;
Vanilleeis in Waffeltüte;175;
Fruchteis in Waffeltüte;168;
Fruchteis;66;
Fruchteis energiereduziert;51;
Kaffeeeis;196;
Pfefferminzeis;195;
Softeis Vanille;110;
Softeis Frucht;66;
Softeis Schoko;196;
Joghurteis Vanille;132;
Joghurteis Frucht;132;
Buttermilcheis Schoko;122;
Joghurteis Kaffee;132;
Buttermilcheis Frucht;122;
Parfait;292;
Rahmeis;76;
Milchspeiseeis;77;
Milchspeiseeis Vanille;77;
Schokoladeneis;196;
Schokoladeneis energiereduziert;203;
Karamelleis;196;
Nusseis;196;
Eiscreme;177;
Einfacheiscreme;39;
Kunstspeiseeis;0;
Softeis;94;
Zuckerwaren;20;
Hartkaramellen Drops Bonbons;20;
Hartkaramelle;20;
Hustenbonbon;20;
Bonbon sauer;20;
Fruchtbonbon;20;
Pfefferminz Bonbon;20;
Weichkaramellen Bonbons;98;
Toffees;98;
Sahnekaramellen;19;
Karamellbonbon für Diabetiker;174;
Eukalyptusfruchtgummi für Diabetiker;900;
Fondant;0;
Fondant/-masse;0;
Pfefferminzbruch;3;
Kokosflocken aus Fondant;50;
Fondantkonfekt;174;
Fondantcreme;3;
Schokoladenfondant;174;
Vanillefondant;142;
Gummibonbons;260;
Schaumzuckerwaren;79;
Marshmallow;79;
Presslinge;4;
Kaugummi;4;
Kaugummi zuckerfrei;4;
Marzipan Lakritze Krokant;211;
Lakritze;211;
Marzipan;400;
Marzipan Rohmasse;786;
Persipan;327;
Persipan Rohmasse;816;
Geleefrüchte;62;
Nougat;313;
Nougat Rohmasse;483;
Nougat für Diabetiker;411;
Haselnuss-Nougat für Diabetiker;411;
Dragees;245;
Nonpareille;9;
Liebesperle;4;
Dragee-Streusel;4;
Schokolade dragiert;245;
Mandel dragiert;960;
Nuss dragiert;570;
